pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,role_key,sp_indicator,rp_indicator,pitch_number_appearance,pitcher_at_bat_number,times_faced
CH,4/5/2021,86.1,2.15,6.31,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,0f061b9439845159c394a71e55d635b10ca25656,,blocked_ball,13,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,B,,,1,0,2021,0.91,1.21,-1.48,0.24,,,29df9634e71f12ec4754b370e647db4bdfedd12b,2,5,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-10.48762785,-124.6004611,-10.5896861,11.63574676,25.21938206,-17.52743168,3.49,1.68,,,,86.1,1672,6.6,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,53.89,,,,,,,,48,2,Changeup,0,6,0,6,6,0,0,6,Standard,Standard,124,0,0.049,SP,1,0,91,22,3
FF,4/5/2021,92.5,-2.23,6.53,1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,,foul,11,R,R,R,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,S,,,1,1,2021,-0.97,1.72,-1.04,3.56,da8a78b0aba1c6f1d9092a69851a8c3ff9999bb6,,,2,5,Bot,,,151f1a0a4d4509711c02ef31320fa25afb343d0f,,5.126777268,-134.4930775,-5.438588226,-12.86300427,33.35184632,-10.37271348,3.49,1.6,277,77.9,28,91.9,2371,6.3,634562,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,151f1a0a4d4509711c02ef31320fa25afb343d0f,b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,73b4d0c624c772c7969d5df019766bb774bf4f9b,b7d69db25c114771689e75b02d1e5861b4a44564,bb4b4ea98775420ac9e6b12fa25d54b33af99a38,1a35380236861a3e9242fc1790692a52ca977c92,f520169b688bef43a04467c83c70597e247e2da3,e2838eb3228d23ff0a3493056be9dbf9d9715695,54.21,,,,,,,,44,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,216,0,-0.095,SP,1,0,91,21,3
FF,4/5/2021,94,-1.78,5.8,514eeb6e6c17085fc1adabf03f1adca32318411f,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,swinging_strike,4,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,0,1,2021,-0.75,1.31,-0.6,2.73,,c8f1ff43c331519aab03daab36b84b55edbb3e58,,2,4,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,4.73505304,-136.8831977,-5.20096813,-10.45621977,27.94425686,-14.71424208,3.37,1.53,,,,94.3,2178,6.2,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.25,,,,,,,,28,2,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,219,0,-0.086,SP,1,0,91,19,3
SL,4/5/2021,86.5,-2.17,6.25,91ef250e37a6e9dd6860b88ffaa44d8927c2dabf,34294c5b512043e6f7ad920382ed06035f0982b8,,blocked_ball,14,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,2,2,2021,0.47,-0.01,1.16,0.75,81272c934b63edda7b2c6ca9f268f5a594ce5131,036bb24338d2cb9318ab0cc768eeee1d32515369,,2,5,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,6.986856427,-125.6964377,-6.916453886,3.64605047,24.71174645,-31.1137021,3.49,1.6,,,,87,2255,6.6,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,53.92,,,,,,,,39,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,127,0,0.045,SP,1,0,91,20,3
FS,4/5/2021,83.9,-1.73,6.12,061eb45e0292790d19a0638e0bd4edb4dad2d319,e6822c35620fc9837800588826173a2153b69478,field_out,hit_into_play,13,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,X,3,ground_ball,3,2,2021,-1,0.2,-1.42,1.47,,,,1,6,Bot,144.51,176.5,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,2.707809148,-122.0951266,-4.709961686,-10.56673931,25.53489808,-29.44338218,3.41,1.56,1,80.2,-50,83.8,1072,6.4,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,ce8deef1e0fcf6291e046d6dd52da74fa6678fed,54.12,0.18,0.166,0,1,0,0,2,58,6,Split-Finger,1,13,1,13,13,1,1,13,Infield shift,Standard,242,-0.001,-0.213,SP,1,0,91,21,3
SL,4/5/2021,82.8,1.22,5.62,c7c83eaa9fe8da2f81c5fce172059af61448b3e7,4f902241478a103f7a818f5be9a7b7ddf43cabb9,,swinging_strike,14,R,L,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,S,,,0,0,2021,-0.51,-0.54,0.08,0.68,,,,2,6,Bot,,,55bd3201fa7465188c2c70169f2e9407efe89cba,,-1.632378392,-120.7176013,-3.846710623,-4.761288105,21.47951404,-36.99151525,3.41,1.56,,,,84,2729,6.8,634616,4f902241478a103f7a818f5be9a7b7ddf43cabb9,55bd3201fa7465188c2c70169f2e9407efe89cba,c04bfbc3f42ec36472468471b3a7163f39671a33,7694076619c298b4556297b20afaf8eb50461cdf,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,b135b247f1afd053b201fc7c434493408c5dcf69,fa9c99ce9acb5fd5971e8fb834d745a33b714f76,53dfe414229803162d14787d30fbf47a1b5e46ea,9b52235d7b694738421b6c2ed9271edb04553492,53.71,,,,,,,,47,1,Slider,0,2,0,2,2,0,0,2,Infield shift,Standard,325,0,-0.018,SP,1,0,91,22,3
SI,4/5/2021,94.3,1.62,5.75,a9b53974ac34cd7c03133051645ef424e81c3073,4be0e45ba7969bcad788c1410dec531270067842,strikeout,swinging_strike,11,R,L,L,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,2,,0,2,2021,1.27,1.13,-0.32,3.67,,,,0,7,Bot,,,6abee2a8b911338bf511e5f16c4a187cff8ab85e,,-7.868107507,-137.0255365,-2.167578776,17.8268569,32.26779062,-17.75282355,3.48,1.61,,,,93.8,2239,6.2,634612,4be0e45ba7969bcad788c1410dec531270067842,6abee2a8b911338bf511e5f16c4a187cff8ab85e,24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,514eeb6e6c17085fc1adabf03f1adca32318411f,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,6bb1b0754829982c54484e4d2772d2616871b8ff,d94deb665ae01b16da724920198bb128769a1cdd,c8f1ff43c331519aab03daab36b84b55edbb3e58,037158ce34a79cee4dd9ddafd4c7b8ca90327429,54.26,,,0,1,0,0,,56,3,Sinker,1,6,1,6,6,1,1,6,Infield shade,Standard,120,-0.009,-0.152,SP,1,0,91,23,3
SL,4/5/2021,82.8,1.01,5.77,435f6167de485e517d74029d9cdae4a2049ad97e,4f902241478a103f7a818f5be9a7b7ddf43cabb9,field_out,hit_into_play,9,R,R,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,X,4,ground_ball,2,1,2021,-0.45,-0.51,0.32,1.67,,,,1,6,Bot,139.55,133.8,55bd3201fa7465188c2c70169f2e9407efe89cba,,-0.701737713,-120.69235,-1.934112892,-4.246733463,22.14061934,-37.05073749,3.29,1.49,9,111.8,-10,84,2386,6.8,634616,4f902241478a103f7a818f5be9a7b7ddf43cabb9,55bd3201fa7465188c2c70169f2e9407efe89cba,c04bfbc3f42ec36472468471b3a7163f39671a33,7694076619c298b4556297b20afaf8eb50461cdf,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,b135b247f1afd053b201fc7c434493408c5dcf69,fa9c99ce9acb5fd5971e8fb834d745a33b714f76,53dfe414229803162d14787d30fbf47a1b5e46ea,9b52235d7b694738421b6c2ed9271edb04553492,53.67,0.337,0.303,0,1,0,0,2,46,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard,307,-0.023,-0.195,SP,1,0,90,21,3
CU,4/5/2021,76.6,2.14,6.65,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,0f061b9439845159c394a71e55d635b10ca25656,,ball,12,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,B,,,0,0,2021,-0.6,-0.39,0.35,6.17,,,29df9634e71f12ec4754b370e647db4bdfedd12b,2,5,Bot,,,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,,-2.672349086,-111.3623943,6.686553286,-4.576595988,19.31293728,-36.8345141,3.46,1.6,,,,76.5,2184,6.2,634551,0f061b9439845159c394a71e55d635b10ca25656,c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,80f3a94c7bf1ed6397017744dbb75ff931902e2d,121048ecdf300d2ec18b79f9632d2e0e4ecb925e,0f46bb1ed363d593af42cfddbe027922aff10780,47a816f9460d1e5742d9b2e7aa73e35466ab714f,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,bc3c71dc19d09389180e0fcbdc14205e7da08a90,09e6f8d367dd945ef1b220557afde3b68449e875,54.28,,,,,,,,48,1,Curveball,0,6,0,6,6,0,0,6,Strategic,Standard,302,0,0.036,SP,1,0,90,22,3
SL,4/5/2021,82.2,-2.09,5.83,514eeb6e6c17085fc1adabf03f1adca32318411f,afb9b85defc6fe5c3f48681480eff4d96ab723c7,,foul,5,R,R,R,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,0,0,2021,0.31,0.17,0.05,2.57,,c8f1ff43c331519aab03daab36b84b55edbb3e58,,2,4,Top,,,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,,4.279875937,-119.7779307,-1.222763921,2.159866674,22.35472679,-30.51189849,3.37,1.53,218,76.1,47,82.6,2302,6.4,634612,afb9b85defc6fe5c3f48681480eff4d96ab723c7,3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,a9b53974ac34cd7c03133051645ef424e81c3073,c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,88a241e142df6a547f9188eb81f5c2ea8f7adabb,c1efd3145c820257fae2347ff5675817cfb37bca,4f6c643961e8df8f6d76d136b13ba2674b158140,a7ab335ba29a72bc194f77b694f23bd2eea9c4da,ccbeebb83e2f368d70aca48df9d3cab30efa80cf,54.07,,,,,,,,28,1,Slider,0,4,4,0,4,0,4,0,Infield shift,Standard,78,0,-0.045,SP,1,0,90,19,3
SL,4/5/2021,89.7,-1.31,6.2,ceeeda3bde736c0c656b03be05b4583f1daaf664,63010ddee8efefb0c8495979427b6b7b4f66b148,walk,ball,14,R,R,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,B,,,3,1,2021,0.15,0.91,0.05,1.29,5e2471543554c6e6c724baab37d616f6d11d57e9,,,2,3,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,3.046996928,-130.4720919,-8.074130426,1.143174001,25.59658532,-20.38053329,3.08,1.49,,,,89.7,2488,6.1,634600,63010ddee8efefb0c8495979427b6b7b4f66b148,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,54.35,,,0.7,1,0,0,,29,5,Slider,0,7,7,0,7,0,7,0,Infield shift,Standard,170,-0.001,0.107,SP,1,0,90,19,3
FF,4/5/2021,91.8,-2.17,6.53,1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,,foul,5,R,R,R,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,S,,,1,0,2021,-0.79,1.74,-0.05,2.5,da8a78b0aba1c6f1d9092a69851a8c3ff9999bb6,,,2,5,Bot,,,151f1a0a4d4509711c02ef31320fa25afb343d0f,,7.066720205,-133.2012859,-7.985937717,-11.06897924,33.7843653,-9.937270343,3.49,1.6,187,71.8,53,90.9,2260,6.3,634562,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,151f1a0a4d4509711c02ef31320fa25afb343d0f,b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,73b4d0c624c772c7969d5df019766bb774bf4f9b,b7d69db25c114771689e75b02d1e5861b4a44564,bb4b4ea98775420ac9e6b12fa25d54b33af99a38,1a35380236861a3e9242fc1790692a52ca977c92,f520169b688bef43a04467c83c70597e247e2da3,e2838eb3228d23ff0a3493056be9dbf9d9715695,54.18,,,,,,,,44,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,213,0,-0.038,SP,1,0,90,21,3
SI,4/5/2021,91.6,1.3,5.48,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,8b04fa5301010f7ed5a77b2a440de2e1019359f7,,called_strike,4,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,S,,,1,1,2021,1.34,0.71,-0.8,2.57,,,47a816f9460d1e5742d9b2e7aa73e35466ab714f,2,5,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,-8.159601586,-133.2110327,-2.989137206,17.66125181,28.60194446,-23.23304306,3.23,1.51,,,,91.4,2087,6.2,634551,8b04fa5301010f7ed5a77b2a440de2e1019359f7,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.32,,,,,,,,44,3,Sinker,0,6,6,0,6,0,6,0,Standard,Standard,155,0,-0.059,SP,1,0,90,26,3
SI,4/5/2021,94.3,1.74,5.78,a9b53974ac34cd7c03133051645ef424e81c3073,4be0e45ba7969bcad788c1410dec531270067842,,swinging_strike,11,R,L,L,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,S,,,0,1,2021,1.35,1.07,-0.51,3.61,,,,0,7,Bot,,,6abee2a8b911338bf511e5f16c4a187cff8ab85e,,-8.874118061,-136.9957192,-2.25737934,19.01430563,32.73847211,-18.49332465,3.48,1.61,,,,94.2,2066,6.5,634612,4be0e45ba7969bcad788c1410dec531270067842,6abee2a8b911338bf511e5f16c4a187cff8ab85e,24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,514eeb6e6c17085fc1adabf03f1adca32318411f,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,6bb1b0754829982c54484e4d2772d2616871b8ff,d94deb665ae01b16da724920198bb128769a1cdd,c8f1ff43c331519aab03daab36b84b55edbb3e58,037158ce34a79cee4dd9ddafd4c7b8ca90327429,54.02,,,,,,,,56,2,Sinker,1,6,1,6,6,1,1,6,Infield shade,Standard,128,0,-0.052,SP,1,0,90,23,3
SL,4/5/2021,86.8,-2.29,6.27,91ef250e37a6e9dd6860b88ffaa44d8927c2dabf,34294c5b512043e6f7ad920382ed06035f0982b8,,foul,5,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,S,,,2,1,2021,0.43,0.36,0.01,2.56,81272c934b63edda7b2c6ca9f268f5a594ce5131,036bb24338d2cb9318ab0cc768eeee1d32515369,,2,5,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,4.641407212,-126.4245078,-3.422327156,3.683313982,25.84672477,-27.85534278,3.49,1.6,171,70.5,20,87.2,2148,6.5,634601,34294c5b512043e6f7ad920382ed06035f0982b8,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,54.03,,,,,,,,39,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,144,0,-0.141,SP,1,0,90,20,3
CH,4/5/2021,87.2,-1.65,6.47,c3796f5a839deb113d14052599ae9112204bda69,55f5996485e6a1faa6663ac69374953aaba0e5eb,field_out,hit_into_play,8,R,R,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,X,5,ground_ball,2,2,2021,-1.34,0.81,-0.05,1.44,,,,2,5,Bot,90.62,147.2,036bb24338d2cb9318ab0cc768eeee1d32515369,,6.615578393,-126.6865046,-7.638496209,-15.7341319,24.13783483,-22.14948257,3.29,1.49,4,106.1,-21,87.8,1676,6.6,634601,55f5996485e6a1faa6663ac69374953aaba0e5eb,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,6a6c94ae4a02d74c296899148cc71d576ad5390a,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,53.88,0.166,0.156,0,1,0,0,2,44,7,Changeup,5,0,5,0,0,5,5,0,Standard,Standard,234,-0.002,-0.091,SP,1,0,90,24,3
FS,4/5/2021,85.9,-1.79,6.15,061eb45e0292790d19a0638e0bd4edb4dad2d319,e6822c35620fc9837800588826173a2153b69478,,ball,14,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,2,2,2021,-0.58,0.16,0.77,0.16,,,,1,6,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,7.207323494,-124.6406299,-8.174535672,-7.569439296,27.21539665,-28.941032,3.55,1.66,,,,85.5,1225,6.4,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,ce8deef1e0fcf6291e046d6dd52da74fa6678fed,54.12,,,,,,,,58,5,Split-Finger,1,13,1,13,13,1,1,13,Infield shift,Standard,237,0,0.071,SP,1,0,90,21,3
CH,4/5/2021,87.1,1.68,5.49,8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,8b04fa5301010f7ed5a77b2a440de2e1019359f7,,ball,14,R,R,L,8499d67c7ea3ce9671a0574ff233641a96d9039a,febb17c5596d048b6a6a4eea23cfe03be0f1a600,B,,,0,1,2021,1.25,-0.01,1.06,1.09,,,47a816f9460d1e5742d9b2e7aa73e35466ab714f,2,5,Top,,,fad331a3643e0f975f041aa16e18b72a99417688,,-4.045975778,-126.709842,-4.33906297,14.31940655,26.2900475,-31.57974656,3.3,1.63,,,,86.5,1833,6,634551,8b04fa5301010f7ed5a77b2a440de2e1019359f7,fad331a3643e0f975f041aa16e18b72a99417688,875eeca87c6f80182a88c2a7b92c048b9e10b5e5,50e99f6d711f91de991d3083da5e92d455604eee,52c150d7af7e27df20e41d50e3b360a82b9d9d7f,af2204da5514e67430e221c1d858a31cd0a6400e,94031e55e26ae3374eedd6291d8c2fb31b4db61f,b032c7c0874f4bf88ac83799db6e22a3671a9548,837484931d4d9194973ae70dbc31984c986adcdb,54.54,,,,,,,,44,2,Changeup,0,6,6,0,6,0,6,0,Standard,Standard,128,0,0.029,SP,1,0,89,26,3
FF,4/5/2021,93.4,-2.2,6.57,1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,,ball,12,R,R,R,e4f86cca4cda0cb144aadefb62880127493a8a5e,735c11491af2456763592b4fd17c77848dde11dd,B,,,0,0,2021,-0.75,1.73,0.9,2.88,da8a78b0aba1c6f1d9092a69851a8c3ff9999bb6,,,2,5,Bot,,,151f1a0a4d4509711c02ef31320fa25afb343d0f,,9.619490283,-135.4658211,-7.495395374,-11.49876664,31.76594384,-9.350021024,3.28,1.59,,,,93,2254,6.4,634562,e4d5ba68d53a3c6d7fe36e1a527a907c46830d75,151f1a0a4d4509711c02ef31320fa25afb343d0f,b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,73b4d0c624c772c7969d5df019766bb774bf4f9b,b7d69db25c114771689e75b02d1e5861b4a44564,bb4b4ea98775420ac9e6b12fa25d54b33af99a38,1a35380236861a3e9242fc1790692a52ca977c92,f520169b688bef43a04467c83c70597e247e2da3,e2838eb3228d23ff0a3493056be9dbf9d9715695,54.08,,,,,,,,44,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,209,0,0.011,SP,1,0,89,21,3
FS,4/5/2021,85.8,-1.66,6.1,061eb45e0292790d19a0638e0bd4edb4dad2d319,e6822c35620fc9837800588826173a2153b69478,,ball,14,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,1,2,2021,-0.82,0.4,0.03,-0.13,,,,1,6,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,5.640419274,-124.6365891,-9.284039929,-9.674134121,24.8481338,-26.33270137,3.64,1.65,,,,85.8,1197,6.4,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,ce8deef1e0fcf6291e046d6dd52da74fa6678fed,54.12,,,,,,,,58,4,Split-Finger,1,13,1,13,13,1,1,13,Infield shift,Standard,225,0,0.028,SP,1,0,89,21,3
FF,4/5/2021,93.7,-1.69,6.55,c3796f5a839deb113d14052599ae9112204bda69,55f5996485e6a1faa6663ac69374953aaba0e5eb,,foul,13,R,R,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,S,,,2,2,2021,-0.59,1.44,-0.93,2.3,,,,2,5,Bot,,,036bb24338d2cb9318ab0cc768eeee1d32515369,,3.272044207,-136.2774357,-8.486403806,-8.048396486,29.21230975,-12.50906332,3.29,1.49,193,68.1,33,94.5,1998,6.7,634601,55f5996485e6a1faa6663ac69374953aaba0e5eb,036bb24338d2cb9318ab0cc768eeee1d32515369,592cfcba5200ba0171d471b3cceb6f158a52fcc7,e0e1f107a95934a3912271c175a205f63fde88c9,6a6c94ae4a02d74c296899148cc71d576ad5390a,81272c934b63edda7b2c6ca9f268f5a594ce5131,473cc5ed31814e6679b13ccdcb951d9c70263796,b6a6add81b3c0c558430e20f668a39790058918d,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,53.79,,,,,,,,44,6,4-Seam Fastball,5,0,5,0,0,5,5,0,Standard,Standard,199,0,0,SP,1,0,89,24,3
